,work_mode,employment_mode,role,prog_skills_in_role,code_for_job,IT_exp,prof_prog_exp,first_code,assigned_seniority,self_assessed_seniority,formal_edu,majors,formal_edu_importance,gender,age,monthly_salary,pro_languages,web_frameworks,other_tools,databases,platforms,fav_language,least_fav_language,fav_framework,least_fav_framework,tools,use_AI_tools,AI_replace_dev,layoffs_23_24,working_now,unemployed_duration,same_role,current_vs_prev_salary
52,remote,foreign_employer,desktop_apps,"sys_admin, devops_dataops",Yes,10_12 years,6_9 years,12_13 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering, other",very_important,male,35_39 years,5M_7M,"SQL, X++",,,Microsoft SQL Server,Microsoft Azure,Otro,,,,"Microsoft Team, Microsoft Azure","ChatGPT, Genesis, Copilot",no,no,,,,
53,Hibrído,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev",devops_dataops,Yes,13_17 years,13_17 years,14_15 years,Staff,Staff,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",somewhat_important,male,30_34 years,21M_24M,"JavaScript, Python, Java, HTML/CSS, SQL, Dart, Oracle Forms, Genexus","Vue.js, Spring",,"PostgreSQL, IBM DB2","GNU/Linux, Microsoft Windows, MacOS",Python,Objective-C,Vue.js,Angular.js,"Microsoft Team, Jira, Confluence, Microsoft Azure, GitLab, Google Suite (Docs, Meet, etc)",ChatGPT,no,no,,,,
54,remote,foreign_employer,full_stack_dev,devops_dataops,Yes,18_25 years,18_25 years,<10 years,Senior,Senior,master,"programming, systems_analysis, computer_engineering, mathematics, other",very_important,male,40_44 years,50M+,"JavaScript, TypeScript, Python, Java, C++, Go, SQL, Bash/Shell/PowerShell, Rust","React.js, Angular.js, JQuery, Vue.js, Spring, Django, CodeIgniter","Node.js, Ansible, Puppet, Chef","MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite, MongoDB, Redis, Oracle, Firebase, IBM DB2, Couchbase, Elasticsearch","GNU/Linux, Microsoft Windows, MacOS, Docker, AWS, Google Cloud Platform, Kubernetes, Heroku",Java,C#,Vue.js,ASP.NET Core,"Microsoft Team, GitLab, Google Suite (Docs, Meet, etc), Trello, Slack, Confluence, GitHub, Jira","ChatGPT, Github Copilot",no,no,,,,
55,remote,foreign_employer,mobile_dev,,Yes,6_9 years,6_9 years,20_21 years,Junior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,25_29 years,15M_18M,Swift,,,SQLite,"MacOS, iOS",Swift,Genexus,Spring,,"Jira, Google Suite (Docs, Meet, etc), Slack, Notion","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
56,Hibrído,Empleador local (Paraguay),"full_stack_dev, db_admin, ai_specialist, sales",,No,3_5 years,1_2 years,<10 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis, computer_engineering",somewhat_important,prefer_not_to_say,25_29 years,5M_7M,"JavaScript, PHP, Python, HTML/CSS, SQL, Google AppSheets","JQuery, Django, Laravel",TensorFlow,"MySQL, MariaDB","Microsoft Windows, Raspberry Pi, Google Cloud Platform",Python,Java,Laravel,Spring,"Discord, Google Suite (Docs, Meet, etc)",ChatGPT,no,no,,,,
57,Hibrído,Empleador local (Paraguay),"data_analyst, data_eng",devops_dataops,Yes,3_5 years,3_5 years,16_17 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",other,quite_important,female,25_29 years,9M_12M,"Python, SQL, VBA, Yaml",,Pandas,"Microsoft SQL Server, SQLite","Microsoft Windows, AWS",Python,C,Django,,"Microsoft Team, GitLab",,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
58,Hibrído,Empleador local (Paraguay),"full_stack_dev, mobile_dev",devops_dataops,Yes,6_9 years,3_5 years,14_15 years,Senior,Mid-senior,high_school,"programming, systems_analysis",somewhat_important,male,30_34 years,15M_18M,"JavaScript, TypeScript, PHP, Dart","React.js, Express, Laravel","Node.js, React Native","MySQL, MariaDB, MongoDB","GNU/Linux, Microsoft Windows, MacOS",TypeScript,Java,Laravel,JQuery,"Microsoft Team, Trello",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
59,remote,foreign_employer,full_stack_dev,,Yes,13_17 years,13_17 years,14_15 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,somewhat_important,male,35_39 years,27M_33M,"JavaScript, TypeScript, C#, HTML/CSS, SQL, Bash/Shell/PowerShell","Express, Vue.js","Node.js, .NET",PostgreSQL,"GNU/Linux, Microsoft Windows, Docker, Microsoft Azure",C++,Java,ASP.NET Core,Spring,"Microsoft Team, Microsoft Azure, Slack, Jira",,no,no,,,,
60,remote,Empleador local (Paraguay),desktop_apps,,Yes,13_17 years,13_17 years,16_17 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",quite_important,female,40_44 years,12M_15M,SQL,,,"MySQL, PostgreSQL, Microsoft SQL Server",Microsoft Windows,,,,,,,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
61,Hibrído,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev",,Yes,1_2 years,1_2 years,14_15 years,No aplica a mi lugar de trabajo,Mid-senior,high_school,none,not_important,male,20_24 years,5M_7M,"JavaScript, TypeScript, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","React.js, Spring",,PostgreSQL,"GNU/Linux, Microsoft Windows, Docker",Java,PHP,Spring,CakePHP,"Slack, Google Suite (Docs, Meet, etc), GitHub",ChatGPT,no,no,,,,
62,remote,local_with_foreign_clients,support_analyst,educator,Yes,3_5 years,1_2 years,14_15 years,No aplica a mi lugar de trabajo,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,very_important,male,40_44 years,5M_7M,"JavaScript, PHP, HTML/CSS, SQL",,,"MySQL, MariaDB, PostgreSQL, Microsoft SQL Server, SQLite","GNU/Linux, Microsoft Windows, AWS",Python,Assembly,Django,,"Google Suite (Docs, Meet, etc), Slack, Trello, Jira, Discord",Github Copilot,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
63,Hibrído,Empleador local (Paraguay),mobile_dev,designer,Yes,6_9 years,6_9 years,16_17 years,Senior,Mid-senior,high_school,"programming, systems_analysis, computer_engineering",quite_important,male,25_29 years,9M_12M,"Java, Kotlin, SQL, Bash/Shell/PowerShell, Swift",,,,"MacOS, Android, iOS",Kotlin,,,,"Google Suite (Docs, Meet, etc), Jira, Confluence, GitLab, Slack, GitHub","ChatGPT, Google Bard",yes,no,,,,
64,remote,freelance,frontend_dev,designer,Yes,3_5 years,3_5 years,<10 years,No aplica a mi lugar de trabajo,Desconozco,high_school,"programming, graphic_design, other",not_important,male,35_39 years,5M_7M,"JavaScript, TypeScript, PHP, Python, HTML/CSS","React.js, Angular.js, Laravel",,MySQL,"GNU/Linux, Microsoft Windows, MacOS",Python,C++,React.js,Ruby on Rails,"Microsoft Team, Discord, Notion","ChatGPT, Bing AI, Google Bard",no,no,,,,
65,Hibrído,Empleador local (Paraguay),"frontend_dev, full_stack_dev, mobile_dev",,Yes,3_5 years,3_5 years,<10 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, systems_analysis",very_important,male,25_29 years,7M_9M,"JavaScript, TypeScript, PHP, Java, HTML/CSS, Swift, Dart","React.js, Express, Spring, Laravel","Node.js, React Native, Flutter","MongoDB, Redis, Firebase",MacOS,TypeScript,PHP,Spring,Laravel,"Facebook Workplace, Google Suite (Docs, Meet, etc), Notion, Discord, Slack, GitLab, Confluence, GitHub, Jira","Github Copilot, ChatGPT",no,no,,,,
66,Hibrído,Empleador local (Paraguay),"backend_dev, proj_lead, dev_ops",devops_dataops,Yes,18_25 years,18_25 years,22_23 years,Senior,Senior,high_school,programming,very_important,male,40_44 years,18M_21M,"Java, C, C#, Go, Bash/Shell/PowerShell, Objective-C",,"NET Core, TensorFlow, Torch/PyTorch","PostgreSQL, Microsoft SQL Server, MongoDB","GNU/Linux, Microsoft Windows, MacOS, Android, WordPress, Google Cloud Platform, iOS",C++,Genexus,,,"Trello, Confluence, Google Suite (Docs, Meet, etc), GitHub, Microsoft Team, Jira",,no,no,,,,
67,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev",devops_dataops,Yes,6_9 years,6_9 years,<10 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",other,very_important,male,35_39 years,9M_12M,"JavaScript, Ruby, C++, HTML/CSS, SQL","React.js, Ruby on Rails",Node.js,"PostgreSQL, MongoDB","GNU/Linux, Azure, Arduino",Ruby,Java,Ruby on Rails,Spring,"Jira, GitHub, GitLab",ChatGPT,no,no,,,,
68,onsite,Empleador local (Paraguay),full_stack_dev,"sys_admin, devops_dataops",Yes,18_25 years,13_17 years,22_23 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","computer_engineering, other",very_important,male,40_44 years,9M_12M,"JavaScript, PHP, Java, Kotlin, HTML/CSS, SQL, Bash/Shell/PowerShell, ","Spring, Laravel","Node.js, React Native, Flutter","MariaDB, PostgreSQL, SQLite, Oracle","GNU/Linux, Microsoft Windows, Docker, AWS, Android, Arduino",PHP,Assembly,Laravel,,"Discord, Jira, Trello, GitHub, Slack",ChatGPT,yes,yes,yes,3_5_months,yes,almost_equal
69,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,18_25 years,18_25 years,22_23 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,40_44 years,15M_18M,"JavaScript, Python, Java, C#, SQL","React.js, Angular.js, ASP.NET",.NET,"PostgreSQL, Oracle","GNU/Linux, Microsoft Windows",Python,Java,Flask,React.js,GitLab,ChatGPT,no,no,,,,
70,Hibrído,Empleador local (Paraguay),full_stack_dev,"sys_admin, devops_dataops",Yes,10_12 years,6_9 years,12_13 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,30_34 years,9M_12M,"JavaScript, Ruby, Java, HTML/CSS, SQL, Bash/Shell/PowerShell","JQuery, Ruby on Rails",,"MySQL, PostgreSQL, Redis","GNU/Linux, Microsoft Windows, Docker",Java,Ruby,Ruby on Rails,Angular,"GitLab, Microsoft Team, Google Suite (Docs, Meet, etc)","ChatGPT, Google Bard, Github Copilot, Bing AI","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
71,remote,local_with_foreign_clients,"backend_dev, frontend_dev, full_stack_dev, mobile_dev",designer,Yes,<1 year,<1 year,<10 years,Junior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,not_important,male,25_29 years,2.55M_3.5M,"JavaScript, TypeScript, PHP, Java, C#, HTML/CSS, SQL","React.js, ASP.NET, ASP.NET Core, Vue.js, Spring, Laravel","Node.js, .NET, NET Core, React Native, Flutter","PostgreSQL, Microsoft SQL Server",Microsoft Windows,TypeScript,PHP,Vue.js,Spring,"Microsoft Azure, Discord, Jira, GitHub, Google Suite (Docs, Meet, etc)","ChatGPT, Github Copilot",no,no,,,,
72,onsite,Empleador local (Paraguay),"backend_dev, mobile_dev",sys_admin,Yes,6_9 years,6_9 years,10_11 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)","programming, computer_engineering",somewhat_important,male,30_34 years,27M_33M,"Java, Kotlin, C#, HTML/CSS, SQL","React.js, ASP.NET, ASP.NET Core",".NET, NET Core","Microsoft SQL Server, SQLite, MongoDB","Microsoft Windows, Docker, Android, Kubernetes",C#,Assembly,ASP.NET Core,Angular.js,"GitHub, Microsoft Team, Trello","Google Bard, ChatGPT",no,no,,,,
73,remote,Empleador local (Paraguay),"frontend_dev, mobile_dev",,Yes,3_5 years,3_5 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)","systems_analysis, computer_engineering",somewhat_important,male,20_24 years,9M_12M,"JavaScript, TypeScript, C#, HTML/CSS, SQL, Dart","ASP.NET, Express, ASP.NET Core, Vue.js",".NET, NET Core, Flutter",PostgreSQL,"Android, iOS",Dart,PHP,Vue.js,Angular.js,"Slack, Jira, Confluence, GitHub","Github Copilot, ChatGPT","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
74,remote,foreign_employer,"data_eng, ai_specialist",devops_dataops,Yes,13_17 years,13_17 years,20_21 years,Senior,Senior,master,computer_engineering,very_important,male,35_39 years,50M+,"TypeScript, Python, Bash/Shell/PowerShell, Scala",Flask,"Pandas, Ansible, Torch/PyTorch, Hadoop","MySQL, PostgreSQL, MongoDB","GNU/Linux, Microsoft Windows, Docker, AWS",Python,JavaScript,Django,Spring,"Slack, GitHub, Confluence, Google Suite (Docs, Meet, etc), Jira",ChatGPT,no,no,,,,
75,Hibrído,Empleador local (Paraguay),mobile_dev,,Yes,6_9 years,3_5 years,<10 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,35_39 years,3.5M_5M,Dart,,,SQLite,"Microsoft Windows, MacOS",Dart,Java,,Spring,"Notion, Jira, Confluence, GitLab, Discord",ChatGPT,no,no,,,,
76,remote,Empleador local (Paraguay),mobile_dev,sys_admin,Yes,6_9 years,3_5 years,10_11 years,Senior,Mid-senior,high_school,"systems_analysis, computer_engineering",very_important,male,25_29 years,12M_15M,"Python, Kotlin, SQL, Dart",,Flutter,"PostgreSQL, MongoDB, Redis, Elasticsearch","Microsoft Windows, Docker, Android, Microsoft Azure, iOS",Python,Perl,,Django,"Microsoft Team, Facebook Workplace, Slack, Jira, GitHub",Github Copilot,no,no,,,,
77,remote,foreign_employer,backend_dev,,Yes,6_9 years,3_5 years,12_13 years,Mid-senior,Junior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,critical,male,30_34 years,9M_12M,"JavaScript, Java",Spring,,"MySQL, MariaDB, PostgreSQL","GNU/Linux, Microsoft Windows, Docker",Java,C#,Spring,ASP.NET Core,"GitLab, Microsoft Team, Google Suite (Docs, Meet, etc), GitHub, Jira","Google Bard, ChatGPT",yes,yes,yes,<3_months,no,higher
78,Hibrído,Empleador local (Paraguay),"backend_dev, frontend_dev, full_stack_dev",,Yes,10_12 years,10_12 years,16_17 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,35_39 years,12M_15M,"JavaScript, Java, HTML/CSS, SQL","React.js, JQuery, Spring",Node.js,PostgreSQL,Microsoft Windows,Java,,Spring,,"Jira, GitLab, Microsoft Team",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
79,onsite,Empleador local (Paraguay),"backend_dev, frontend_dev, qa_testing, data_analyst","sys_admin, scientific_researcher, educator",Yes,6_9 years,6_9 years,<10 years,Senior,Senior,master,"programming, systems_analysis",very_important,female,35_39 years,3.5M_5M,"JavaScript, Ruby, Java, HTML/CSS, SQL","JQuery, ASP.NET",Node.js,"MySQL, PostgreSQL","GNU/Linux, Microsoft Windows",Ruby,C#,ASP.NET Core,React.js,"Google Suite (Docs, Meet, etc), GitLab, Microsoft Team, GitHub","Bing AI, ChatGPT, Notion AI",no,no,,,,
80,remote,foreign_employer,full_stack_dev,,Yes,13_17 years,10_12 years,18_19 years,Mid-senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,quite_important,male,30_34 years,12M_15M,"JavaScript, TypeScript, PHP, HTML/CSS, SQL","React.js, JQuery, Express, Vue.js, Ruby on Rails",Node.js,"MySQL, MariaDB, PostgreSQL","GNU/Linux, Docker, AWS",JavaScript,Java,Ruby on Rails,ASP.NET,"Jira, Google Suite (Docs, Meet, etc), Slack","ChatGPT, Github Copilot",no,yes,yes,3_5_months,no,lower
81,remote,local_with_foreign_clients,"frontend_dev, full_stack_dev",,Yes,6_9 years,6_9 years,16_17 years,Mid-senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",systems_analysis,somewhat_important,male,25_29 years,12M_15M,"JavaScript, TypeScript, HTML/CSS, SQL","React.js, Angular","Node.js, React Native","MySQL, PostgreSQL, Microsoft SQL Server, SQLite, MongoDB","GNU/Linux, Microsoft Windows, MacOS",TypeScript,Java,React.js,Angular,"GitHub, Discord, GitLab, Jira, Confluence, Microsoft Team",ChatGPT,no,no,,,,
82,Hibrído,Empleador local (Paraguay),mobile_dev,designer,Yes,6_9 years,6_9 years,10_11 years,Senior,Staff,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,25_29 years,9M_12M,Dart,,Flutter,,MacOS,C#,Java,Laravel,Angular,"GitHub, Slack, Google Suite (Docs, Meet, etc)",ChatGPT,no,no,,,,
83,remote,local_with_foreign_clients,frontend_dev,,Yes,10_12 years,10_12 years,16_17 years,Senior,Mid-senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,female,30_34 years,21M_24M,"JavaScript, TypeScript, Python, Java, C++, HTML/CSS, SQL","React.js, Angular, Angular.js",Node.js,,Microsoft Windows,JavaScript,C#,React.js,ASP.NET,"GitHub, Microsoft Team, Google Suite (Docs, Meet, etc), Confluence, Jira, GitLab, Microsoft Azure",ChatGPT,no,no,,,,
84,remote,freelance,"backend_dev, qa_testing","sys_admin, devops_dataops",Yes,10_12 years,3_5 years,16_17 years,No aplica a mi lugar de trabajo,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,very_important,male,30_34 years,9M_12M,"JavaScript, Python, Java, HTML/CSS, SQL, Bash/Shell/PowerShell",Spring,Ansible,"MySQL, PostgreSQL","Microsoft Windows, Docker",Java,,Spring,,"Trello, GitHub, Jira",,no,yes,no,,,
85,remote,foreign_employer,data_eng,scientific_researcher,Yes,6_9 years,6_9 years,12_13 years,Senior,Senior,"Título de Grado (licenciatura, ingeniería, etc.)",computer_engineering,quite_important,male,25_29 years,40M_50M,"Python, SQL, Bash/Shell/PowerShell, Scala",,"Pandas, Hadoop",,"GNU/Linux, Docker, AWS",Python,Java,,,"Jira, Slack, GitLab, Confluence, Microsoft Team",ChatGPT,no,no,,,,
86,remote,Empleador local (Paraguay),mobile_dev,,Yes,3_5 years,1_2 years,16_17 years,Senior,Junior,high_school,none,not_important,male,20_24 years,5M_7M,"TypeScript, HTML/CSS, Dart",Vue.js,,,"Android, iOS",Dart,Java,,,"Discord, GitHub, Jira, Confluence, Slack",ChatGPT,"Puede ser, pero dentro de muchos años (más de 10)",no,,,,
87,Hibrído,Empleador local (Paraguay),"full_stack_dev, proj_lead",,No,6_9 years,6_9 years,10_11 years,No aplica a mi lugar de trabajo,Desconozco,"Título de Grado (licenciatura, ingeniería, etc.)",other ingenerías,quite_important,male,30_34 years,7M_9M,"JavaScript, TypeScript, PHP, Java, HTML/CSS, SQL, Bash/Shell/PowerShell, Dart","React.js, Angular, JQuery, Express, Spring, Laravel, Symfony, CodeIgniter","Node.js, React Native, Flutter","MySQL, MariaDB, PostgreSQL, SQLite, MongoDB, Firebase","GNU/Linux, Microsoft Windows, MacOS, Docker, Android, WordPress, Google Cloud Platform, iOS",Java,PHP,Spring,CodeIgniter,"Notion, Discord, Confluence, GitLab, Google Suite (Docs, Meet, etc), Jira, Trello","ChatGPT, Google Bard, CODEGEEX",no,no,,,,
88,remote,Empleador local (Paraguay),"backend_dev, frontend_dev, desktop_apps, qa_testing, db_admin","sys_admin, devops_dataops",Yes,10_12 years,6_9 years,16_17 years,Senior,Senior,high_school,"programming, systems_analysis, computer_engineering",very_important,male,30_34 years,9M_12M,"Java, Kotlin, C#, SQL, Oracle Forms, Genexus","ASP.NET, ASP.NET Core, Spring",".NET, NET Core","PostgreSQL, Microsoft SQL Server, MongoDB, Redis, Oracle, DynamoDB, Elasticsearch","GNU/Linux, Microsoft Windows, Docker, AWS, Kubernetes",C#,Java,ASP.NET Core,Spring,"Slack, Confluence, Jira, GitHub, Google Suite (Docs, Meet, etc), Facebook Workplace","ChatGPT, Github Copilot","Puede ser, pero dentro de muchos años (más de 10)",no,,,,
89,Hibrído,Empleador local (Paraguay),"full_stack_dev, mobile_dev",devops_dataops,No,10_12 years,6_9 years,14_15 years,Senior,Senior,high_school,computer_engineering,somewhat_important,male,25_29 years,9M_12M,"JavaScript, TypeScript","React.js, Express","Node.js, React Native, Flutter",PostgreSQL,"MacOS, Docker, AWS",TypeScript,Genexus,React.js,Laravel,"GitHub, Slack, Jira, Google Suite (Docs, Meet, etc), Confluence, Facebook Workplace","Google Bard, Github Copilot, ChatGPT, Notion AI",no,no,,,,
90,onsite,Empleador local (Paraguay),full_stack_dev,,Yes,6_9 years,6_9 years,12_13 years,Senior,Senior,high_school,programming,quite_important,male,25_29 years,5M_7M,"C#, HTML/CSS, SQL, Dart","ASP.NET, ASP.NET Core, Vue.js",".NET, NET Core, Flutter",Microsoft SQL Server,"Microsoft Windows, MacOS",C#,,ASP.NET Core,,"Microsoft Team, GitHub",ChatGPT,no,no,,,,
91,Hibrído,Empleador local (Paraguay),"full_stack_dev, data_analyst",sys_admin,Yes,3_5 years,3_5 years,<10 years,Mid-senior,Mid-senior,high_school,systems_analysis,quite_important,male,25_29 years,5M_7M,"JavaScript, C#, HTML/CSS, SQL","ASP.NET, ASP.NET Core",".NET, NET Core","Microsoft SQL Server, Firebase","Microsoft Windows, AWS, Azure, Microsoft Azure",C#,PHP,ASP.NET Core,CakePHP,"Microsoft Team, Microsoft Azure, GitHub",ChatGPT,no,no,,,,
